city,zip_code,latitude,longitude,tenure_months,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,payment_method,monthly_charges,total_charges,churn_score,cltv,churn_reason,population,gender_bin,senior_citizen_bin,partner_bin,dependents_bin,phone_service_bin,paperless_billing_bin,churn_label_bin
san francisco,94112,37.720498,-122.443119,5,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,bank transfer (automatic),25.9,135,83,2102,moved,73117,1,0,1,1,1,1,1
san francisco,94114,37.758085,-122.434801,24,yes,dsl,yes,no,no,no,no,no,month-to-month,bank transfer (automatic),55.65,1400.55,97,4126,competitor had better devices,30587,1,0,0,0,1,1,1
san francisco,94115,37.786031,-122.437301,1,no,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,69.65,69.65,77,2418,competitor offered higher download speeds,33122,0,0,0,0,1,1,1
san francisco,94117,37.770533,-122.445121,10,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,electronic check,100.6,1060.2,77,4001,competitor offered more data,38756,0,0,0,0,1,1,1
san francisco,94121,37.776718,-122.495781,1,no,fiber optic,no,yes,no,no,no,yes,month-to-month,electronic check,86.0,86,82,5359,competitor made better offer,42476,0,1,0,0,1,1,1
san francisco,94122,37.760412,-122.484966,53,yes,fiber optic,yes,no,yes,no,yes,yes,one year,credit card (automatic),106.95,5785.5,90,5550,competitor had better devices,55504,0,0,0,0,1,1,1
san francisco,94127,37.736535,-122.45732,3,no phone service,dsl,no,yes,no,no,no,no,month-to-month,electronic check,29.6,79.45,76,2734,competitor had better devices,20643,1,0,0,0,0,1,1
san francisco,94132,37.722302,-122.491129,46,no phone service,dsl,no,yes,yes,yes,yes,yes,one year,bank transfer (automatic),59.9,2816.65,80,4011,competitor offered higher download speeds,26297,1,1,1,0,0,1,1
palo alto,94303,37.45809,-122.115398,49,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,electronic check,95.6,4783.5,69,5732,competitor offered higher download speeds,45499,0,0,1,0,1,1,1
palo alto,94306,37.416159,-122.131337,11,no phone service,dsl,no,no,yes,no,yes,no,one year,electronic check,41.6,470.6,81,3119,competitor offered higher download speeds,24492,1,0,0,0,0,1,1
san mateo,94403,37.538309,-122.305109,45,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,credit card (automatic),100.85,4740,70,4898,competitor offered more data,37926,1,0,0,0,1,1,1
angwin,94508,38.542448,-122.419923,37,no phone service,dsl,yes,yes,yes,no,no,no,month-to-month,bank transfer (automatic),40.2,1448.8,80,3627,competitor offered more data,3641,1,0,1,1,0,0,1
antioch,94509,37.980057,-121.801599,49,yes,fiber optic,no,no,no,no,yes,no,month-to-month,electronic check,84.5,4254.85,85,4639,competitor offered more data,90891,1,0,1,0,1,0,1
byron,94514,37.83323,-121.601461,14,yes,fiber optic,no,yes,no,no,no,no,month-to-month,electronic check,78.95,1101.85,88,5203,competitor made better offer,10153,0,1,0,0,1,1,1
clayton,94517,37.881842,-121.848111,1,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,20.2,20.2,99,5418,competitor made better offer,14239,1,0,0,0,1,0,1
concord,94521,37.971421,-121.971504,47,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,bank transfer (automatic),85.2,3969.35,72,4661,price too high,39888,0,1,0,0,1,1,1
martinez,94553,38.014457,-122.115432,13,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,electronic check,98.0,1237.85,99,3714,product dissatisfaction,46677,1,1,1,0,1,1,1
fremont,94555,37.555473,-122.080312,5,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,electronic check,94.45,498.1,77,4580,service dissatisfaction,33883,1,0,1,0,1,1,1
moraga,94556,37.827946,-122.107185,3,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,electronic check,105.0,294.45,87,5960,lack of self-service on website,16510,1,1,0,0,1,1,1
napa,94558,38.489789,-122.27011,26,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,electronic check,93.85,2381.55,86,2591,network reliability,63947,0,1,1,0,1,1,1
oakley,94561,37.999406,-121.686241,8,yes,fiber optic,no,no,no,no,no,yes,month-to-month,electronic check,84.0,613.4,91,4819,limited range of services,27607,0,1,1,0,1,1,1
pope valley,94567,38.672708,-122.403219,9,no phone service,dsl,no,no,yes,no,yes,yes,month-to-month,electronic check,48.75,442.2,97,4359,lack of affordable download/upload speed,494,0,0,1,0,0,1,1
dublin,94568,37.713926,-121.928425,1,no,fiber optic,no,no,yes,no,yes,no,month-to-month,electronic check,84.85,84.85,77,3086,long distance charges,29636,1,0,0,0,1,1,1
port costa,94569,38.035707,-122.196821,12,no,dsl,yes,no,no,yes,no,no,month-to-month,mailed check,56.65,654.85,90,3043,extra data charges,173,1,0,0,0,1,0,1
rodeo,94572,38.027218,-122.23463,42,no,dsl,yes,yes,yes,yes,no,yes,one year,credit card (automatic),73.9,3160.55,71,2774,price too high,8506,0,0,0,0,1,0,1
saint helena,94574,38.581354,-122.296283,33,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,mailed check,24.5,740.3,77,5194,product dissatisfaction,9423,0,0,1,0,1,1,1
union city,94587,37.59485,-122.051521,31,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,electronic check,89.9,2806.9,85,2031,service dissatisfaction,66472,0,0,0,0,1,1,1
pleasanton,94588,37.685052,-121.912061,18,no,fiber optic,no,no,no,no,no,yes,month-to-month,electronic check,78.55,1422.65,84,3521,lack of self-service on website,28568,1,1,1,0,1,0,1
oakland,94601,37.776523,-122.219268,42,yes,fiber optic,no,yes,yes,yes,no,yes,month-to-month,electronic check,99.45,4138.05,96,4624,network reliability,54876,1,0,1,0,1,1,1
oakland,94602,37.803883,-122.208417,4,no phone service,dsl,no,no,no,no,no,no,month-to-month,bank transfer (automatic),25.2,102.5,72,4694,don't know,28900,1,1,0,0,0,1,1
oakland,94603,37.739113,-122.175602,12,yes,dsl,no,no,no,yes,yes,yes,one year,mailed check,74.05,872.65,94,4149,don't know,31392,0,0,0,0,1,0,1
emeryville,94608,37.83726,-122.287648,15,yes,dsl,no,no,no,yes,no,no,month-to-month,credit card (automatic),55.0,757.1,94,3167,don't know,24589,0,1,0,0,1,0,1
oakland,94611,37.828416,-122.216005,7,no,fiber optic,no,yes,no,yes,yes,no,month-to-month,electronic check,89.75,608.8,90,3807,poor expertise of online support,36517,1,0,1,0,1,1,1
albany,94706,37.890274,-122.295192,14,yes,fiber optic,no,no,no,no,no,yes,month-to-month,electronic check,85.15,1139.2,100,4550,poor expertise of phone support,15882,1,0,1,0,1,1,1
richmond,94801,37.945288,-122.383941,3,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,electronic check,94.6,279.55,87,3019,competitor had better devices,28450,1,1,1,0,1,1,1
richmond,94804,37.921034,-122.341798,16,no,fiber optic,yes,no,no,no,yes,yes,month-to-month,electronic check,94.25,1483.25,73,2827,competitor offered higher download speeds,39089,1,0,0,0,1,1,1
richmond,94805,37.941456,-122.320968,65,yes,dsl,yes,yes,yes,no,no,yes,one year,credit card (automatic),72.45,4653.85,68,4415,competitor offered more data,13984,1,0,1,0,1,0,1
san rafael,94901,37.972662,-122.491452,42,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,electronic check,105.2,4400.75,89,2317,competitor made better offer,40239,0,0,0,0,1,1,1
rohnert park,94928,38.34719,-122.697822,6,yes,fiber optic,no,no,no,no,yes,no,month-to-month,electronic check,82.85,460.25,78,4458,competitor had better devices,42544,1,0,1,0,1,1,1
larkspur,94939,37.937082,-122.532369,53,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,electronic check,103.85,5485.5,87,5860,competitor had better devices,6773,1,1,1,0,1,1,1
novato,94945,38.135897,-122.563683,5,no,fiber optic,no,yes,no,no,no,yes,month-to-month,electronic check,83.6,404.2,93,4565,competitor offered higher download speeds,16429,0,0,1,0,1,1,1
olema,94950,38.052209,-122.775567,68,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,electronic check,108.45,7176.55,65,4454,competitor offered higher download speeds,248,1,0,0,0,1,0,1
sausalito,94965,37.848641,-122.515692,3,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,credit card (automatic),91.5,242.95,76,5646,competitor offered higher download speeds,11213,0,0,1,0,1,1,1
woodacre,94973,38.005839,-122.638155,12,no,fiber optic,yes,no,no,yes,no,no,month-to-month,bank transfer (automatic),80.85,866.45,87,4306,competitor offered more data,1449,1,0,1,0,1,0,1
aptos,95003,37.013471,-121.877877,43,no phone service,dsl,no,no,yes,no,yes,yes,month-to-month,bank transfer (automatic),49.05,2076.2,92,4044,competitor offered more data,24227,0,0,0,0,0,1,1
ben lomond,95005,37.078873,-122.090386,68,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,electronic check,105.3,7299.65,79,6284,competitor offered more data,6407,1,1,1,0,1,1,1
boulder creek,95006,37.171727,-122.142961,25,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,electronic check,88.95,2291.2,100,3878,competitor made better offer,10520,1,1,0,0,1,1,1
campbell,95008,37.279689,-121.954567,66,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,electronic check,110.85,7491.75,74,4281,competitor made better offer,44976,1,1,1,0,1,1,1
cupertino,95014,37.306612,-122.080621,70,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,bank transfer (automatic),114.2,7723.9,73,5947,price too high,54431,0,0,1,0,1,1,1
davenport,95017,37.114335,-122.237162,27,no phone service,dsl,no,no,no,no,no,yes,month-to-month,bank transfer (automatic),36.5,1032,93,4564,product dissatisfaction,857,1,1,1,0,0,0,1
felton,95018,37.089111,-122.062213,1,no,fiber optic,no,no,no,no,no,no,month-to-month,mailed check,70.75,70.75,93,3963,service dissatisfaction,8728,0,0,0,0,1,0,1
hollister,95023,36.875409,-121.279679,3,no phone service,dsl,no,no,yes,no,yes,no,month-to-month,mailed check,40.15,130.75,75,4710,lack of self-service on website,47514,1,0,0,0,0,1,1
morgan hill,95037,37.161544,-121.649371,29,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,electronic check,94.45,2653.65,71,2233,network reliability,41707,1,1,1,0,1,1,1
santa clara,95050,37.351214,-121.952417,36,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,bank transfer (automatic),97.35,3457.9,86,4544,limited range of services,36349,0,0,1,0,1,1,1
watsonville,95076,36.931654,-121.752383,1,no phone service,dsl,no,no,no,no,yes,yes,month-to-month,mailed check,45.3,45.3,69,4954,lack of affordable download/upload speed,81141,1,0,0,0,0,1,1
san jose,95111,37.284265,-121.827673,2,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,electronic check,94.95,178.1,87,4493,long distance charges,57748,1,0,0,0,1,0,1
san jose,95113,37.333851,-121.891147,12,no,dsl,no,no,no,no,no,no,month-to-month,electronic check,44.55,480.6,89,4162,extra data charges,561,0,0,0,1,1,1,1
san jose,95121,37.304681,-121.809955,1,no phone service,dsl,no,no,no,no,no,no,month-to-month,electronic check,23.45,23.45,90,4517,price too high,37127,1,0,1,0,0,1,1
san jose,95127,37.375156,-121.795867,1,no phone service,dsl,yes,no,no,no,no,no,month-to-month,mailed check,29.7,29.7,74,3383,product dissatisfaction,60620,1,0,0,0,0,0,1
san jose,95129,37.305622,-122.000887,59,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,electronic check,101.1,6039.9,87,4160,service dissatisfaction,37570,0,0,1,0,1,0,1
san jose,95132,37.424655,-121.74841,3,yes,dsl,no,no,no,no,no,no,month-to-month,mailed check,50.65,151.3,76,2876,lack of self-service on website,40568,0,0,0,0,1,1,1
san jose,95135,37.28682,-121.723877,1,no,dsl,no,no,no,no,no,yes,month-to-month,electronic check,55.4,55.4,70,2294,network reliability,15798,0,0,0,0,1,1,1
san jose,95136,37.270938,-121.851046,1,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,electronic check,90.6,90.6,93,2905,don't know,36944,0,1,1,0,1,1,1
san jose,95139,37.218705,-121.762429,2,yes,fiber optic,no,no,no,no,yes,no,month-to-month,mailed check,86.85,156.35,78,5204,competitor had better devices,7023,1,1,1,0,1,1,1
stockton,95209,38.044523,-121.348048,29,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,bank transfer (automatic),99.05,2952.85,82,3179,competitor offered higher download speeds,30814,0,1,1,0,1,1,1
acampo,95220,38.200231,-121.235034,52,yes,fiber optic,yes,yes,no,yes,yes,yes,one year,credit card (automatic),111.25,5916.45,90,4861,competitor offered more data,6317,0,0,0,0,1,1,1
angels camp,95222,38.071327,-120.632221,2,no,dsl,yes,no,yes,no,no,no,month-to-month,mailed check,55.1,113.35,70,4235,competitor made better offer,4264,1,0,0,0,1,1,1
sheep ranch,95250,38.244806,-120.417301,13,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,credit card (automatic),102.25,1359,66,2003,competitor had better devices,88,1,0,1,0,1,1,1
vallecito,95251,38.055562,-120.456298,19,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,credit card (automatic),95.9,1777.9,68,2851,competitor had better devices,460,1,1,0,0,1,1,1
woodbridge,95258,38.169605,-121.310964,47,yes,fiber optic,no,yes,no,yes,yes,no,month-to-month,electronic check,95.05,4504.55,65,5214,competitor offered higher download speeds,4176,0,1,0,0,1,1,1
columbia,95310,38.085839,-120.37855,5,no,dsl,yes,no,no,yes,no,no,month-to-month,credit card (automatic),53.85,259.8,74,5435,competitor offered higher download speeds,2144,0,0,0,0,1,0,1
delhi,95315,37.422961,-120.765493,52,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,electronic check,104.2,5568.35,68,5648,competitor offered higher download speeds,10159,1,1,1,0,1,1,1
denair,95316,37.524721,-120.757977,42,yes,dsl,no,no,no,no,no,no,month-to-month,electronic check,50.25,2203.65,97,4873,competitor offered more data,5513,0,0,1,0,1,1,1
groveland,95321,37.902968,-119.667544,25,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,electronic check,99.5,2369.05,90,5932,competitor offered more data,3680,0,0,0,0,1,1,1
hughson,95326,37.5923,-120.853288,9,no,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,71.0,672.55,81,2236,competitor offered more data,6822,0,0,0,0,1,0,1
jamestown,95327,37.84771,-120.486589,16,no,fiber optic,no,yes,yes,no,no,yes,month-to-month,credit card (automatic),93.2,1573.7,75,5497,competitor made better offer,9559,0,0,0,0,1,1,1
lathrop,95330,37.80821,-121.308401,5,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,19.35,126.05,97,3864,competitor made better offer,10834,1,0,1,0,1,0,1
livingston,95334,37.361987,-120.748394,3,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,19.85,64.55,93,2158,price too high,12672,1,0,0,0,1,0,1
modesto,95350,37.671806,-121.007575,31,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,electronic check,104.2,3243.45,68,5000,product dissatisfaction,52872,0,0,1,0,1,1,1
modesto,95354,37.639029,-120.964772,1,no,fiber optic,no,no,no,no,no,yes,month-to-month,electronic check,79.25,79.25,83,5533,service dissatisfaction,27135,1,0,0,0,1,1,1
modesto,95355,37.672906,-120.946594,1,no,dsl,no,no,no,no,no,no,month-to-month,bank transfer (automatic),44.9,44.9,76,2632,lack of self-service on website,47613,0,0,0,0,1,1,1
modesto,95358,37.612612,-121.108568,10,no,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,70.1,659.65,92,2457,network reliability,30668,1,0,1,0,1,1,1
oakdale,95361,37.785033,-120.776141,4,no phone service,dsl,no,no,yes,no,no,no,month-to-month,electronic check,29.65,118.5,71,4207,limited range of services,25384,1,0,0,0,0,1,1
pinecrest,95364,38.224869,-119.755729,43,yes,fiber optic,no,yes,no,no,no,no,month-to-month,electronic check,77.85,3365.85,100,5107,lack of affordable download/upload speed,235,1,0,0,0,1,1,1
planada,95365,37.329725,-120.306399,4,no,dsl,no,no,no,no,no,yes,month-to-month,electronic check,54.3,195.3,87,5834,long distance charges,4150,1,0,0,0,1,0,1
riverbank,95367,37.734971,-120.954271,11,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,bank transfer (automatic),95.15,997.65,71,4074,extra data charges,16525,0,1,0,0,1,1,1
tuolumne,95379,37.939768,-120.188002,47,yes,fiber optic,yes,no,yes,yes,yes,yes,one year,credit card (automatic),110.85,5275.8,97,3344,price too high,3979,1,0,1,0,1,1,1
vernalis,95385,37.609095,-121.263381,1,no,fiber optic,no,no,no,no,no,yes,month-to-month,electronic check,80.5,80.5,85,2734,product dissatisfaction,274,1,0,0,0,1,0,1
santa rosa,95401,38.460517,-122.790335,4,yes,fiber optic,no,no,no,no,no,no,month-to-month,bank transfer (automatic),72.2,305.55,89,5668,service dissatisfaction,36125,1,0,0,0,1,1,1
santa rosa,95404,38.526941,-122.709096,17,no,dsl,no,no,no,yes,no,no,month-to-month,mailed check,51.5,900.5,94,5659,lack of self-service on website,35057,1,0,0,0,1,0,1
santa rosa,95407,38.394091,-122.739814,43,no,fiber optic,no,no,no,no,yes,yes,month-to-month,mailed check,89.55,3856.75,73,3802,network reliability,30876,1,1,0,0,1,1,1
annapolis,95412,38.731055,-123.316553,21,yes,dsl,yes,yes,no,yes,yes,no,one year,mailed check,77.5,1625,74,5353,don't know,747,1,0,1,0,1,0,1
caspar,95420,39.361283,-123.784599,42,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,bank transfer (automatic),95.25,3959.35,89,2075,attitude of service provider,333,1,0,1,0,1,1,1
clearlake,95422,38.965804,-122.631779,46,no,fiber optic,yes,no,no,no,no,yes,month-to-month,electronic check,85.0,3969.4,71,2097,attitude of support person,13485,1,1,0,0,1,0,1
comptche,95427,39.239818,-123.565432,5,no,fiber optic,no,no,no,yes,yes,no,month-to-month,electronic check,85.75,470.95,71,3608,attitude of support person,371,0,0,1,0,1,1,1
eldridge,95431,38.348884,-122.51699,6,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,electronic check,98.25,560.6,83,3330,attitude of support person,363,0,1,0,0,1,1,1
fulton,95439,38.493888,-122.777141,1,no phone service,dsl,no,no,no,no,no,no,month-to-month,mailed check,25.7,25.7,83,4095,attitude of service provider,476,0,1,0,0,0,1,1
graton,95444,38.434362,-122.86891,7,no,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,69.0,506.9,65,5672,attitude of service provider,390,0,0,1,0,1,1,1
hopland,95449,38.93706,-123.118111,2,no,dsl,no,no,no,no,no,no,month-to-month,bank transfer (automatic),46.05,80.35,72,4662,attitude of service provider,1373,1,0,0,0,1,0,1
lakeport,95453,39.080469,-122.955176,1,no,fiber optic,no,yes,no,no,no,no,month-to-month,mailed check,76.4,76.4,89,2426,attitude of support person,11180,0,1,1,0,1,1,1
laytonville,95454,39.806141,-123.531098,5,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,electronic check,100.5,514,85,5180,competitor made better offer,2706,0,0,0,0,1,1,1
lucerne,95458,39.141934,-122.770679,22,no phone service,dsl,yes,no,no,no,no,yes,month-to-month,mailed check,40.05,880.2,75,2061,moved,3002,1,1,1,1,0,0,1
mendocino,95460,39.305545,-123.743697,1,no,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,69.95,69.95,79,5066,moved,2229,1,0,0,0,1,0,1
navarro,95463,39.182916,-123.552571,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,electronic check,93.3,93.3,65,2578,moved,148,1,0,0,0,1,1,1
nice,95464,39.12334,-122.838198,3,no,dsl,no,no,yes,no,no,no,month-to-month,electronic check,49.15,169.05,68,5598,competitor had better devices,2223,1,0,0,0,1,1,1
yorkville,95494,38.888351,-123.239647,1,no phone service,dsl,no,no,no,no,no,yes,month-to-month,mailed check,35.05,35.05,89,3706,competitor offered higher download speeds,335,0,0,0,0,0,0,1
the sea ranch,95497,38.696659,-123.436861,1,no,fiber optic,no,yes,no,no,no,no,month-to-month,electronic check,73.0,73,76,4116,competitor offered more data,752,0,1,0,0,1,1,1
bridgeville,95526,40.372532,-123.525626,33,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,credit card (automatic),83.85,2716.3,79,2583,competitor made better offer,695,1,1,0,0,1,1,1
burnt ranch,95527,40.854512,-123.450097,1,no,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,70.1,70.1,84,3706,competitor had better devices,485,0,0,0,0,1,1,1
garberville,95542,40.057784,-123.679461,2,no,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,70.65,142.35,74,2189,competitor had better devices,2423,0,1,0,0,1,1,1
hydesville,95547,40.557314,-124.081662,2,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,20.35,33.2,65,5627,competitor offered higher download speeds,1201,1,0,0,0,1,0,1
miranda,95553,40.210895,-123.86,3,no,fiber optic,yes,no,yes,no,yes,yes,month-to-month,credit card (automatic),99.0,287.4,77,5236,competitor offered higher download speeds,867,0,0,0,0,1,1,1
petrolia,95558,40.274302,-124.210902,26,yes,fiber optic,no,no,no,no,no,yes,month-to-month,electronic check,83.95,2254.2,85,5869,competitor offered higher download speeds,300,1,0,0,0,1,1,1
redway,95560,40.142256,-123.852927,67,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,credit card (automatic),116.2,7752.3,82,4495,don't know,1851,1,0,0,0,1,0,1
rio dell,95562,40.485849,-124.163234,71,yes,fiber optic,no,no,no,no,yes,yes,two year,bank transfer (automatic),93.7,6585.35,100,4296,competitor offered more data,3284,0,0,1,0,1,1,1
smith river,95567,41.950683,-124.097094,1,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,19.7,19.7,90,5707,competitor offered more data,2020,1,0,0,0,1,0,1
whitethorn,95589,40.053159,-123.995867,5,yes,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,75.55,413.65,79,4600,competitor made better offer,743,0,0,0,0,1,0,1
amador city,95601,38.431407,-120.8421,9,no,fiber optic,no,no,no,no,yes,no,month-to-month,bank transfer (automatic),77.65,714.15,96,3847,competitor made better offer,222,0,0,0,0,1,1,1
auburn,95602,38.99003,-121.114408,26,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,electronic check,95.0,2497.2,90,4232,price too high,18197,0,1,0,0,1,1,1
clarksburg,95612,38.384648,-121.578701,54,no,fiber optic,yes,yes,no,yes,yes,yes,one year,credit card (automatic),105.4,5643.4,87,4406,product dissatisfaction,1417,1,0,0,0,1,1,1
cool,95614,38.880622,-120.973865,2,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,electronic check,95.85,197.7,66,3790,service dissatisfaction,3674,1,0,0,0,1,1,1
diamond springs,95619,38.683605,-120.811852,1,yes,fiber optic,no,yes,no,no,no,no,month-to-month,electronic check,79.15,79.15,85,4243,lack of self-service on website,4426,1,0,0,0,1,1,1
elk grove,95624,38.434138,-121.30587,30,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,bank transfer (automatic),19.65,655.85,79,2486,network reliability,38534,0,0,1,0,1,0,1
elmira,95625,38.349195,-121.902943,4,no,fiber optic,no,no,no,no,yes,no,month-to-month,electronic check,79.0,303.15,69,2085,limited range of services,171,0,0,0,0,1,1,1
fair oaks,95628,38.652065,-121.25441,17,no,fiber optic,yes,no,no,yes,yes,no,month-to-month,electronic check,91.85,1574.45,89,5643,lack of affordable download/upload speed,40750,0,0,1,0,1,0,1
grizzly flats,95636,38.636102,-120.522149,60,yes,fiber optic,no,no,yes,yes,yes,yes,one year,electronic check,106.0,6441.4,78,5507,long distance charges,659,0,1,0,0,1,1,1
jackson,95642,38.336216,-120.76901,1,no,dsl,no,no,no,yes,no,no,month-to-month,mailed check,49.9,49.9,72,3113,extra data charges,6202,1,0,0,1,1,1,1
kirkwood,95646,38.631489,-120.015167,13,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,electronic check,100.35,1358.85,69,2008,price too high,129,0,0,0,0,1,1,1
lotus,95651,38.815515,-120.916997,38,yes,fiber optic,no,no,no,no,no,no,month-to-month,bank transfer (automatic),74.95,2869.85,82,5165,product dissatisfaction,485,0,1,1,0,1,1,1
mather,95655,38.549822,-121.266725,1,no,dsl,no,no,no,yes,no,no,month-to-month,credit card (automatic),49.25,49.25,84,4478,service dissatisfaction,929,1,1,1,1,1,1,1
orangevale,95662,38.689174,-121.218435,50,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,electronic check,103.7,5071.05,82,5897,lack of self-service on website,32040,1,0,1,0,1,0,1
pleasant grove,95668,38.833554,-121.498102,65,yes,fiber optic,yes,yes,yes,no,no,no,one year,electronic check,89.75,5769.6,72,6110,network reliability,901,1,0,1,0,1,0,1
rescue,95672,38.724322,-120.991237,1,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,20.3,20.3,67,3830,don't know,3815,0,0,0,0,1,1,1
roseville,95678,38.759751,-121.288545,7,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,electronic check,101.95,700.85,74,2016,don't know,30614,1,1,1,0,1,1,1
sloughhouse,95683,38.470423,-121.114897,2,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,electronic check,94.0,181.7,93,5569,don't know,4731,1,1,0,0,1,1,1
sutter creek,95685,38.432145,-120.77069,45,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,credit card (automatic),89.3,4016.85,97,4880,poor expertise of online support,4610,0,0,0,0,1,1,1
walnut grove,95690,38.240419,-121.587535,1,no,fiber optic,no,yes,no,no,no,no,month-to-month,credit card (automatic),74.3,74.3,69,5996,poor expertise of phone support,2344,0,0,0,0,1,1,1
wheatland,95692,39.043387,-121.409837,1,no phone service,dsl,no,yes,no,yes,no,yes,month-to-month,mailed check,44.65,44.65,66,3704,competitor had better devices,3600,1,0,0,0,0,1,1
wilton,95693,38.392559,-121.225093,13,no,fiber optic,yes,no,no,no,no,yes,month-to-month,electronic check,84.05,1095.3,77,4745,competitor offered higher download speeds,5889,1,0,1,0,1,0,1
winters,95694,38.578604,-122.024579,10,yes,fiber optic,no,yes,no,no,no,no,month-to-month,bank transfer (automatic),80.7,788.8,77,3492,competitor offered more data,8406,1,0,0,0,1,1,1
dutch flat,95714,39.197215,-120.83679,4,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,electronic check,101.7,364.55,91,2777,competitor made better offer,350,1,0,0,0,1,1,1
kyburz,95720,38.766036,-120.209673,1,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,20.4,20.4,92,3663,don't know,183,0,0,0,0,1,0,1
rancho cordova,95742,38.591134,-121.161585,41,yes,fiber optic,no,no,yes,yes,yes,yes,one year,electronic check,102.6,4213.35,84,2098,competitor had better devices,299,1,0,1,0,1,1,1
elk grove,95758,38.35363,-121.44195,71,yes,fiber optic,no,yes,yes,no,yes,yes,two year,bank transfer (automatic),106.0,7723.7,81,4072,competitor offered higher download speeds,47065,1,0,1,0,1,1,1
woodland,95776,38.694081,-121.694431,3,no,dsl,yes,no,no,yes,no,no,month-to-month,mailed check,55.1,154.65,97,4412,competitor offered higher download speeds,15022,0,0,0,1,1,1,1
sacramento,95820,38.53508,-121.444144,69,yes,fiber optic,no,no,yes,yes,yes,yes,two year,bank transfer (automatic),106.5,7348.8,81,4859,competitor offered higher download speeds,37031,1,0,0,0,1,1,1
sacramento,95825,38.590035,-121.412455,32,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,bank transfer (automatic),91.05,2954.5,80,3590,competitor offered more data,30715,0,0,1,0,1,1,1
