customer_id,count,country,state,city,zip_code,lat_long,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,churn_reason,id,population,cluster_improved
5597-glbuc,1,united states,california,squaw valley,93675,"36.719141, -119.202677",36.719141,-119.202677,female,no,no,no,1,yes,no,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,electronic check,85.45,85.45,yes,1,95,4931,lack of affordable download/upload speed,843,3146,1
2748-myrvk,1,united states,california,fresno,93702,"36.739385, -119.753649",36.739385,-119.753649,female,no,no,no,63,yes,yes,fiber optic,no,yes,no,no,yes,yes,one year,no,bank transfer (automatic),99.9,6137.0,yes,1,71,4776,long distance charges,845,47999,0
4822-ycxmx,1,united states,california,fresno,93705,"36.78724, -119.827813",36.78724,-119.827813,male,no,no,no,25,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,84.8,2043.45,yes,1,70,4203,extra data charges,848,35451,0
9821-pootn,1,united states,california,fresno,93711,"36.833002, -119.82947",36.833002,-119.82947,male,no,yes,no,35,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.2,2576.2,yes,1,94,4639,price too high,851,36274,0
6559-ilwkj,1,united states,california,fresno,93722,"36.78979, -119.929894",36.78979,-119.929894,male,no,yes,no,71,no,no phone service,dsl,no,yes,no,no,yes,yes,two year,no,electronic check,49.35,3515.25,yes,1,95,4879,product dissatisfaction,854,60889,0
4229-czmll,1,united states,california,salinas,93901,"36.64152, -121.622188",36.64152,-121.622188,male,no,no,no,6,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.9,469.8,yes,1,87,4160,service dissatisfaction,859,35739,0
3663-mitlp,1,united states,california,marina,93933,"36.689582, -121.758398",36.689582,-121.758398,female,no,no,no,15,yes,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,101.25,1457.25,yes,1,85,3968,lack of self-service on website,874,21759,0
9025-zrpvr,1,united states,california,pacific grove,93950,"36.618337, -121.926417",36.618337,-121.926417,male,no,no,no,9,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,18.95,185.6,yes,1,78,5403,network reliability,876,15449,0
3285-ucqvc,1,united states,california,seaside,93955,"36.625114, -121.823565",36.625114,-121.823565,female,no,no,no,37,no,no phone service,dsl,no,no,no,yes,no,no,month-to-month,no,credit card (automatic),28.6,973.55,yes,1,82,4429,don't know,879,38244,0
5482-plvpe,1,united states,california,daly city,94014,"37.691561, -122.445202",37.691561,-122.445202,female,yes,no,no,2,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,24.35,41.85,yes,1,72,3278,competitor had better devices,885,47453,0
4902-ohlsk,1,united states,california,half moon bay,94019,"37.45567, -122.407992",37.45567,-122.407992,female,yes,no,no,29,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,no,electronic check,98.65,2862.75,yes,1,93,4235,competitor offered higher download speeds,887,17929,0
0495-zbngw,1,united states,california,loma mar,94021,"37.266388, -122.26308",37.266388,-122.26308,male,yes,yes,no,5,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,bank transfer (automatic),79.9,343.95,yes,1,90,4324,competitor offered more data,889,148,0
2357-coqek,1,united states,california,atherton,94027,"37.454924, -122.203168",37.454924,-122.203168,female,yes,no,no,28,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,103.3,2890.65,yes,1,78,4136,competitor made better offer,893,6876,0
3737-gcspv,1,united states,california,millbrae,94030,"37.601248, -122.403099",37.601248,-122.403099,female,no,yes,no,11,yes,yes,fiber optic,yes,no,no,yes,yes,no,month-to-month,yes,credit card (automatic),96.2,1222.05,yes,1,92,3101,competitor had better devices,895,20350,0
4088-yldsu,1,united states,california,redwood city,94062,"37.410567, -122.297152",37.410567,-122.297152,male,no,yes,no,55,yes,yes,fiber optic,no,no,yes,yes,yes,yes,one year,yes,electronic check,104.15,5743.05,yes,1,86,4369,competitor had better devices,904,25569,0
2034-cgrhz,1,united states,california,san francisco,94104,"37.791222, -122.402241",37.791222,-122.402241,male,yes,no,no,24,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,credit card (automatic),102.95,2496.7,yes,1,66,5245,competitor offered higher download speeds,916,384,0
5797-apwzc,1,united states,california,san francisco,94105,"37.789168, -122.395009",37.789168,-122.395009,female,no,no,no,1,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,90.6,90.6,yes,1,92,2540,competitor offered higher download speeds,917,2066,1
3683-qkiue,1,united states,california,san francisco,94107,"37.768881, -122.395521",37.768881,-122.395521,female,no,no,no,6,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,bank transfer (automatic),50.8,288.05,yes,1,88,4713,competitor offered higher download speeds,918,17372,0
4228-zgyuw,1,united states,california,san francisco,94108,"37.791998, -122.408653",37.791998,-122.408653,male,no,no,no,4,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,90.05,368.1,yes,1,98,3212,competitor offered more data,919,13723,0
3519-zkxgg,1,united states,california,san francisco,94123,"37.800254, -122.436975",37.800254,-122.436975,female,no,yes,no,3,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.85,256.6,yes,1,79,4062,competitor offered more data,931,22920,0
6416-tvaih,1,united states,california,san francisco,94127,"37.736535, -122.45732",37.736535,-122.45732,male,no,yes,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,68.5,68.5,yes,1,89,5753,competitor offered more data,933,20643,1
5108-adxwo,1,united states,california,san francisco,94130,"37.820894, -122.369725",37.820894,-122.369725,male,no,no,no,11,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,73.5,791.75,yes,1,75,4509,competitor made better offer,935,1458,0
3066-rrjio,1,united states,california,san francisco,94132,"37.722302, -122.491129",37.722302,-122.491129,female,no,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,69.95,69.95,yes,1,65,5341,competitor made better offer,937,26297,1
6715-ofdbp,1,united states,california,palo alto,94304,"37.386978, -122.177746",37.386978,-122.177746,male,no,no,no,5,yes,no,dsl,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,70.05,346.4,yes,1,84,4944,price too high,942,1723,0
1567-dscic,1,united states,california,san mateo,94401,"37.590421, -122.306467",37.590421,-122.306467,male,no,no,no,8,yes,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic check,94.0,773.65,yes,1,71,2632,product dissatisfaction,945,32488,0
2150-uwtfy,1,united states,california,san mateo,94402,"37.556634, -122.317723",37.556634,-122.317723,female,no,yes,yes,22,yes,no,dsl,yes,yes,yes,no,no,no,month-to-month,no,mailed check,61.15,1422.05,yes,1,87,4626,service dissatisfaction,946,23393,0
2683-bpjso,1,united states,california,byron,94514,"37.83323, -121.601461",37.83323,-121.601461,male,no,yes,no,29,yes,yes,fiber optic,yes,yes,no,no,no,no,month-to-month,yes,electronic check,84.45,2467.1,yes,1,99,2651,lack of self-service on website,959,10153,0
2157-mxbjs,1,united states,california,calistoga,94515,"38.629618, -122.593216",38.629618,-122.593216,male,no,yes,no,13,yes,yes,dsl,no,no,yes,no,yes,yes,one year,yes,mailed check,75.3,989.45,yes,1,89,4800,network reliability,960,7384,0
9360-ahgnl,1,united states,california,concord,94519,"37.990118, -122.012188",37.990118,-122.012188,female,yes,yes,no,43,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,one year,yes,mailed check,109.55,4830.25,yes,1,69,5863,limited range of services,963,18650,0
1087-udsih,1,united states,california,concord,94520,"38.013825, -122.039144",38.013825,-122.039144,female,no,no,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.6,59.75,yes,1,81,5000,lack of affordable download/upload speed,964,36186,0
5485-wuywf,1,united states,california,crockett,94525,"38.049292, -122.228415",38.049292,-122.228415,male,yes,no,no,2,yes,no,dsl,yes,no,yes,no,yes,no,month-to-month,no,bank transfer (automatic),66.4,94.55,yes,1,87,4522,long distance charges,967,3193,1
2632-ucgvd,1,united states,california,fairfield,94533,"38.287136, -122.02711",38.287136,-122.02711,male,yes,yes,no,66,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,credit card (automatic),100.05,6871.9,yes,1,72,4512,extra data charges,970,77683,0
5445-pzwgx,1,united states,california,travis afb,94535,"38.265899, -121.939461",38.265899,-121.939461,male,no,no,no,62,yes,yes,fiber optic,yes,yes,no,yes,no,yes,one year,no,electronic check,102.0,6529.25,yes,1,87,5090,price too high,971,9978,0
9170-cckou,1,united states,california,fremont,94539,"37.516791, -121.899117",37.516791,-121.899117,male,no,yes,no,17,yes,yes,fiber optic,yes,yes,yes,no,no,no,month-to-month,no,credit card (automatic),90.2,1454.15,yes,1,91,2026,product dissatisfaction,974,46917,0
1043-ycute,1,united states,california,hayward,94544,"37.639215, -122.037554",37.639215,-122.037554,male,no,yes,no,56,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),25.15,1327.15,yes,1,79,6484,service dissatisfaction,977,72993,0
3814-mlaxc,1,united states,california,hayward,94545,"37.62984, -122.120843",37.62984,-122.120843,female,no,no,no,31,yes,yes,fiber optic,no,no,no,yes,no,no,month-to-month,yes,credit card (automatic),79.85,2404.15,yes,1,67,2554,lack of self-service on website,978,27311,0
1226-udfzr,1,united states,california,lafayette,94549,"37.907777, -122.127161",37.907777,-122.127161,female,no,no,no,2,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,49.6,114.7,yes,1,78,3599,network reliability,981,23996,0
6425-yqllo,1,united states,california,pinole,94564,"37.996462, -122.293716",37.996462,-122.293716,female,yes,yes,no,66,yes,yes,fiber optic,no,no,yes,yes,yes,yes,one year,yes,credit card (automatic),105.95,6975.25,yes,1,86,6117,don't know,992,16717,0
5442-utcvd,1,united states,california,pittsburg,94565,"38.006047, -121.916834",38.006047,-121.916834,male,no,no,no,3,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,no,electronic check,91.85,257.05,yes,1,91,2704,attitude of service provider,993,78816,0
7734-dboai,1,united states,california,pope valley,94567,"38.672708, -122.403219",38.672708,-122.403219,female,no,yes,yes,1,no,no phone service,dsl,no,no,no,yes,yes,no,month-to-month,no,electronic check,40.1,40.1,yes,1,93,5434,attitude of support person,995,494,1
2091-rffba,1,united states,california,port costa,94569,"38.035707, -122.196821",38.035707,-122.196821,female,yes,no,no,31,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,73.9,2217.15,yes,1,75,2560,attitude of support person,997,173,0
2114-mgina,1,united states,california,rio vista,94571,"38.148862, -121.737696",38.148862,-121.737696,female,no,no,no,14,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,mailed check,89.8,1129.1,yes,1,81,4107,attitude of support person,998,5246,0
4489-snojf,1,united states,california,deer park,94576,"38.554383, -122.474773",38.554383,-122.474773,female,no,yes,yes,35,yes,yes,dsl,yes,no,yes,yes,yes,no,month-to-month,no,electronic check,72.25,2568.55,yes,1,83,5898,don't know,1001,223,0
6899-ppeea,1,united states,california,vallejo,94590,"38.104705, -122.247387",38.104705,-122.247387,female,yes,no,no,37,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,96.55,3580.3,yes,1,81,4448,attitude of service provider,1012,37218,0
2187-lzgpl,1,united states,california,walnut creek,94596,"37.900662, -122.052782",37.900662,-122.052782,female,no,no,no,7,no,no phone service,dsl,no,yes,no,no,no,yes,month-to-month,yes,credit card (automatic),40.1,293.3,yes,1,68,4414,attitude of service provider,1016,40917,0
4597-nucqv,1,united states,california,oakland,94601,"37.776523, -122.219268",37.776523,-122.219268,male,yes,no,no,24,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,101.25,2440.15,yes,1,87,4287,attitude of support person,1019,54876,0
9019-qvlzd,1,united states,california,oakland,94602,"37.803883, -122.208417",37.803883,-122.208417,female,no,no,no,1,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,no,electronic check,79.55,79.55,yes,1,81,5082,competitor made better offer,1020,28900,1
3707-lrwzd,1,united states,california,oakland,94611,"37.828416, -122.216005",37.828416,-122.216005,female,no,no,no,32,yes,yes,fiber optic,no,no,no,no,yes,no,one year,no,electronic check,84.05,2781.85,yes,1,68,3553,moved,1028,36517,0
1455-esiqh,1,united states,california,oakland,94619,"37.787186, -122.14633",37.787186,-122.14633,male,no,no,no,1,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,89.1,89.1,yes,1,79,2905,moved,1031,24518,1
2979-sxese,1,united states,california,berkeley,94703,"37.863843, -122.275684",37.863843,-122.275684,female,no,yes,no,17,yes,yes,fiber optic,yes,no,yes,no,yes,no,month-to-month,no,electronic check,94.4,1607.2,yes,1,66,4103,moved,1034,19763,0
4013-tldhq,1,united states,california,berkeley,94704,"37.871416, -122.246597",37.871416,-122.246597,male,no,no,no,19,yes,no,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,78.25,1490.95,yes,1,72,3666,competitor had better devices,1035,21205,0
3754-dxmrt,1,united states,california,san pablo,94806,"37.980269, -122.342635",37.980269,-122.342635,male,yes,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,44.15,92.65,yes,1,86,5655,competitor offered higher download speeds,1046,55720,0
7130-vtewq,1,united states,california,san rafael,94903,"38.018065, -122.546024",38.018065,-122.546024,female,yes,no,no,8,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.75,606.25,yes,1,92,4174,competitor offered more data,1048,28403,0
6121-vznqb,1,united states,california,bolinas,94924,"37.943087, -122.72379",37.943087,-122.72379,female,no,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.1,19.1,yes,1,84,5890,competitor made better offer,1053,1573,1
7903-cmpey,1,united states,california,corte madera,94925,"37.924014, -122.511694",37.924014,-122.511694,male,yes,yes,no,1,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,80.3,80.3,yes,1,87,4138,competitor had better devices,1054,9038,1
6996-knsml,1,united states,california,cotati,94931,"38.326215, -122.718742",38.326215,-122.718742,female,no,no,no,1,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,74.9,74.9,yes,1,73,5919,competitor had better devices,1058,7936,1
1704-nrwye,1,united states,california,point reyes station,94956,"38.060264, -122.830646",38.060264,-122.830646,female,yes,no,no,9,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,80.85,751.65,yes,1,71,5242,competitor offered higher download speeds,1073,1885,0
2592-seifq,1,united states,california,san anselmo,94960,"37.99272, -122.575026",37.99272,-122.575026,male,no,no,no,3,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,24.75,66.95,yes,1,69,3503,competitor offered higher download speeds,1074,16849,0
7481-atqqs,1,united states,california,boulder creek,95006,"37.171727, -122.142961",37.171727,-122.142961,female,yes,no,no,49,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,credit card (automatic),90.85,4515.85,yes,1,70,5651,competitor offered higher download speeds,1086,10520,0
8642-gvwrf,1,united states,california,capitola,95010,"36.977025, -121.952864",36.977025,-121.952864,female,no,yes,no,2,yes,no,fiber optic,no,yes,yes,no,no,no,month-to-month,no,bank transfer (automatic),79.7,165.0,yes,1,65,3039,competitor offered more data,1089,9673,0
3400-esfuw,1,united states,california,cupertino,95014,"37.306612, -122.080621",37.306612,-122.080621,male,no,yes,no,55,yes,no,dsl,yes,yes,no,yes,no,no,two year,no,bank transfer (automatic),57.55,3046.4,yes,1,69,5463,competitor offered more data,1091,54431,0
2057-zblpd,1,united states,california,los gatos,95032,"37.233034, -121.947427",37.233034,-121.947427,female,no,yes,no,21,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,86.5,1808.7,yes,1,72,2036,competitor offered more data,1098,24443,0
5502-rluyv,1,united states,california,milpitas,95035,"37.441931, -121.878502",37.441931,-121.878502,female,no,yes,no,69,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,103.95,7446.9,yes,1,86,4283,competitor made better offer,1100,62848,0
0023-hghwl,1,united states,california,morgan hill,95037,"37.161544, -121.649371",37.161544,-121.649371,male,yes,no,no,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,25.1,25.1,yes,1,85,5437,competitor made better offer,1101,41707,1
9039-rbeee,1,united states,california,santa clara,95050,"37.351214, -121.952417",37.351214,-121.952417,male,no,no,no,39,no,no phone service,dsl,yes,yes,no,yes,yes,no,month-to-month,yes,credit card (automatic),48.95,1880.85,yes,1,80,3080,price too high,1107,36349,0
8417-fmlzi,1,united states,california,santa cruz,95060,"36.993451, -122.098858",36.993451,-122.098858,male,no,yes,no,6,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,credit card (automatic),83.55,477.55,yes,1,91,4242,product dissatisfaction,1110,43192,0
1792-uxafy,1,united states,california,san jose,95110,"37.34667, -121.910019",37.34667,-121.910019,female,yes,no,no,17,yes,no,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic check,89.15,1496.9,yes,1,89,5082,service dissatisfaction,1118,18197,0
0515-ypmcw,1,united states,california,san jose,95116,"37.350284, -121.852855",37.350284,-121.852855,male,no,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,70.45,70.45,yes,1,90,3525,lack of self-service on website,1122,51706,1
0378-xszpu,1,united states,california,san jose,95117,"37.311088, -121.961786",37.311088,-121.961786,male,no,yes,no,58,yes,no,dsl,yes,yes,yes,no,no,no,one year,no,credit card (automatic),60.3,3563.8,yes,1,88,4026,network reliability,1123,29914,0
4729-xkasr,1,united states,california,san jose,95123,"37.238758, -121.828375",37.238758,-121.828375,male,no,no,yes,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,24.75,24.75,yes,1,96,3001,limited range of services,1129,59632,1
5449-fibxj,1,united states,california,san jose,95127,"37.375156, -121.795867",37.375156,-121.795867,male,no,yes,no,19,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,no,electronic check,103.3,2012.7,yes,1,67,2349,lack of affordable download/upload speed,1133,60620,0
9837-bmclm,1,united states,california,stockton,95202,"37.959706, -121.287669",37.959706,-121.287669,male,no,no,no,3,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,78.5,242.05,yes,1,71,3567,long distance charges,1147,7071,0
0137-udeuo,1,united states,california,stockton,95204,"37.974498, -121.319568",37.974498,-121.319568,female,no,no,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.85,63.75,yes,1,95,3398,extra data charges,1149,30476,0
6161-uuuta,1,united states,california,stockton,95206,"37.902422, -121.440029",37.902422,-121.440029,male,yes,no,no,3,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,79.9,260.9,yes,1,97,4367,price too high,1151,49657,0
6543-xrmyr,1,united states,california,stockton,95209,"38.044523, -121.348048",38.044523,-121.348048,female,yes,no,no,30,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,99.7,2967.35,yes,1,69,3548,product dissatisfaction,1153,30814,0
4925-lmhok,1,united states,california,stockton,95212,"38.049457, -121.21653",38.049457,-121.21653,male,no,no,no,15,yes,yes,dsl,no,yes,no,yes,no,no,month-to-month,yes,credit card (automatic),58.6,939.7,yes,1,97,2003,service dissatisfaction,1155,6951,0
1455-ugqvh,1,united states,california,acampo,95220,"38.200231, -121.235034",38.200231,-121.235034,male,no,yes,no,10,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,98.5,1037.75,yes,1,91,4501,lack of self-service on website,1158,6317,0
8280-mqrqn,1,united states,california,arnold,95223,"38.32153, -120.236358",38.32153,-120.236358,female,no,no,no,1,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,mailed check,50.45,50.45,yes,1,69,2806,network reliability,1161,5159,1
2037-sgxhh,1,united states,california,campo seco,95226,"38.233879, -120.861666",38.233879,-120.861666,male,no,yes,no,38,yes,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic check,94.65,3624.3,yes,1,71,3498,don't know,1164,75,0
3178-feszo,1,united states,california,clements,95227,"38.227285, -121.02789",38.227285,-121.02789,female,no,no,no,1,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,credit card (automatic),100.25,100.25,yes,1,100,5797,don't know,1165,722,1
6087-mvhjh,1,united states,california,french camp,95231,"37.873283, -121.292034",37.873283,-121.292034,female,no,no,no,16,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,electronic check,88.45,1422.1,yes,1,88,5186,don't know,1168,5094,0
4603-janfb,1,united states,california,glencoe,95232,"38.358464, -120.579304",38.358464,-120.579304,male,no,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.85,69.85,yes,1,97,4548,poor expertise of online support,1169,21,1
3018-tftsu,1,united states,california,hathaway pines,95233,"38.184914, -120.364085",38.184914,-120.364085,male,no,no,no,12,yes,no,fiber optic,yes,no,yes,no,no,no,month-to-month,no,bank transfer (automatic),81.7,858.6,yes,1,76,2850,poor expertise of phone support,1170,335,0
4806-kexqr,1,united states,california,lockeford,95237,"38.166791, -121.14207",38.166791,-121.14207,male,no,no,no,4,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,79.9,324.3,yes,1,77,4669,competitor had better devices,1172,3205,0
7083-ynsky,1,united states,california,lodi,95242,"38.128087, -121.4078",38.128087,-121.4078,female,no,no,no,15,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),25.4,399.6,yes,1,86,2853,competitor offered higher download speeds,1174,22073,0
2479-bramr,1,united states,california,murphys,95247,"38.147852, -120.440124",38.147852,-120.440124,male,yes,yes,no,41,yes,yes,fiber optic,yes,no,yes,no,no,no,month-to-month,yes,bank transfer (automatic),83.75,3273.55,yes,1,71,4995,competitor offered more data,1177,4353,0
7434-shxls,1,united states,california,wallace,95254,"38.192608, -120.957842",38.192608,-120.957842,female,no,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.9,20.9,yes,1,82,5421,competitor made better offer,1182,304,1
7908-qcbca,1,united states,california,atwater,95301,"37.321233, -120.656354",37.321233,-120.656354,female,no,yes,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,69.4,69.4,yes,1,65,2404,competitor had better devices,1186,27808,1
6711-fldfb,1,united states,california,big oak flat,95305,"37.818589, -120.256995",37.818589,-120.256995,female,no,no,no,7,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.9,541.15,yes,1,68,5159,competitor had better devices,1188,167,0
3714-jtvov,1,united states,california,crows landing,95313,"37.435664, -121.049056",37.435664,-121.049056,female,yes,yes,no,42,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,credit card (automatic),74.15,3229.4,yes,1,94,2322,competitor offered higher download speeds,1194,1508,0
4702-ioqdc,1,united states,california,gustine,95322,"37.147198, -121.120161",37.147198,-121.120161,female,no,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.1,70.1,yes,1,100,2007,competitor offered higher download speeds,1201,7872,1
6178-kfnhs,1,united states,california,hughson,95326,"37.5923, -120.853288",37.5923,-120.853288,female,no,no,no,12,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,78.3,909.25,yes,1,98,3545,competitor offered higher download speeds,1205,6822,0
1264-bywms,1,united states,california,la grange,95329,"37.666587, -120.411517",37.666587,-120.411517,male,no,no,no,55,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,96.8,5283.95,yes,1,82,4089,competitor offered more data,1208,1749,0
9658-wyufb,1,united states,california,lathrop,95330,"37.80821, -121.308401",37.80821,-121.308401,female,no,no,no,17,yes,yes,fiber optic,yes,yes,no,no,yes,no,month-to-month,yes,electronic check,94.4,1617.5,yes,1,66,2825,competitor offered more data,1209,10834,0
2013-sgdxk,1,united states,california,mariposa,95338,"37.526791, -119.99437",37.526791,-119.99437,female,no,no,no,1,yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,no,electronic check,84.3,84.3,yes,1,78,2172,competitor offered more data,1215,10226,1
8580-qvloc,1,united states,california,merced,95348,"37.40122, -120.514191",37.40122,-120.514191,female,yes,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),92.45,6440.25,yes,1,78,5697,competitor made better offer,1219,23100,0
2012-nwrpa,1,united states,california,modesto,95355,"37.672906, -120.946594",37.672906,-120.946594,female,yes,yes,no,11,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,99.55,1131.2,yes,1,71,3172,competitor made better offer,1223,47613,0
8808-eleho,1,united states,california,modesto,95356,"37.716186, -121.025836",37.716186,-121.025836,male,yes,no,no,8,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,81.25,585.95,yes,1,72,3812,price too high,1224,26055,0
3506-lcjdc,1,united states,california,modesto,95358,"37.612612, -121.108568",37.612612,-121.108568,male,no,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),19.95,19.95,yes,1,76,4860,product dissatisfaction,1226,30668,1
3934-hxcfz,1,united states,california,pinecrest,95364,"38.224869, -119.755729",38.224869,-119.755729,male,no,yes,no,23,yes,yes,fiber optic,yes,yes,yes,no,yes,no,month-to-month,yes,electronic check,99.25,2186.4,yes,1,76,5338,service dissatisfaction,1230,235,0
7666-wkron,1,united states,california,riverbank,95367,"37.734971, -120.954271",37.734971,-120.954271,female,no,no,no,39,yes,no,fiber optic,no,no,yes,yes,no,no,two year,yes,electronic check,80.45,3201.55,yes,1,85,2224,lack of self-service on website,1233,16525,0
4910-aqffx,1,united states,california,soulsbyville,95372,"37.990574, -120.261821",37.990574,-120.261821,male,no,yes,no,9,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,bank transfer (automatic),79.35,661.25,yes,1,93,4533,network reliability,1237,1519,0
2154-kvjff,1,united states,california,stevinson,95374,"37.316807, -120.855753",37.316807,-120.855753,female,no,no,no,15,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,79.75,1111.85,yes,1,65,2813,limited range of services,1238,1960,0
9647-ergbe,1,united states,california,turlock,95380,"37.474396, -120.875917",37.474396,-120.875917,female,no,yes,no,30,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,100.05,3046.15,yes,1,100,4664,lack of affordable download/upload speed,1241,40545,0
3428-xzmaz,1,united states,california,turlock,95382,"37.529656, -120.854357",37.529656,-120.854357,male,no,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.35,69.35,yes,1,91,5796,long distance charges,1242,24708,1
