customer_id,count,country,state,city,zip_code,lat_long,latitude,longitude,tenure_months,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,payment_method,monthly_charges,total_charges,churn_value,churn_score,cltv,churn_reason,id,population,gender_bin,senior_citizen_bin,partner_bin,dependents_bin,phone_service_bin,paperless_billing_bin,churn_label_bin
5886-vlqvu,1,united states,california,grand terrace,92313,"34.029175, -117.307211",34.029175,-117.307211,35,yes,fiber optic,no,no,no,yes,no,yes,month-to-month,bank transfer (automatic),89.85,3161.2,0,78,4945,missing,440,11024,1,0,1,0,1,1,0
3577-amvux,1,united states,california,big bear city,92314,"34.278967, -116.773825",34.278967,-116.773825,1,no,dsl,no,no,yes,yes,no,no,month-to-month,mailed check,55.05,55.05,0,32,2962,missing,441,9899,1,0,0,0,1,0,0
0771-wlcla,1,united states,california,big bear lake,92315,"34.242058, -116.89802",34.242058,-116.89802,16,yes,fiber optic,yes,no,yes,yes,yes,yes,month-to-month,electronic check,112.95,1882.55,0,70,2683,missing,442,5447,0,0,1,1,1,1,0
5628-rkifk,1,united states,california,bloomington,92316,"34.059722, -117.39104",34.059722,-117.39104,49,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,credit card (automatic),101.55,5070.4,0,22,5348,missing,443,25995,0,1,0,0,1,0,0
0206-tbwlc,1,united states,california,calimesa,92320,"33.982787, -117.057627",33.982787,-117.057627,54,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,mailed check,114.65,6049.5,0,67,4488,missing,446,7334,0,0,1,0,1,1,0
2937-fthur,1,united states,california,cedar glen,92321,"34.255203, -117.175654",34.255203,-117.175654,18,yes,dsl,yes,no,no,no,no,yes,month-to-month,electronic check,64.8,1166.7,0,37,2466,missing,447,455,0,0,0,1,1,0,0
1910-fmxjm,1,united states,california,colton,92324,"34.030915, -117.273201",34.030915,-117.273201,36,no,fiber optic,no,no,no,no,no,yes,month-to-month,electronic check,80.4,2937.65,0,35,5544,missing,449,52202,0,0,1,0,1,0,0
0732-ocqoc,1,united states,california,death valley,92328,"36.27688, -117.033326",36.27688,-117.033326,52,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,bank transfer (automatic),25.05,1270.25,0,42,5674,missing,452,443,0,0,1,0,1,1,0
5168-mswxt,1,united states,california,essex,92332,"34.9436, -115.287901",34.9436,-115.287901,8,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,electronic check,94.75,759.55,0,44,5505,missing,453,115,1,0,1,1,1,1,0
1090-eselr,1,united states,california,fawnskin,92333,"34.274846, -116.937581",34.274846,-116.937581,72,no,fiber optic,yes,yes,no,yes,yes,yes,two year,bank transfer (automatic),105.5,7611.55,0,25,5534,missing,454,414,1,0,1,0,1,0,0
8592-pltmq,1,united states,california,fontana,92335,"34.087558, -117.464096",34.087558,-117.464096,64,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,mailed check,24.7,1642.75,0,32,5655,missing,455,82630,0,0,0,0,1,0,0
5760-wrahc,1,united states,california,fontana,92336,"34.136367, -117.460803",34.136367,-117.460803,22,no,dsl,yes,no,yes,yes,no,yes,month-to-month,mailed check,69.75,1545.4,0,32,3509,missing,456,54586,0,1,0,0,1,1,0
8847-geooq,1,united states,california,fontana,92337,"34.049671, -117.468896",34.049671,-117.468896,60,no phone service,dsl,no,yes,yes,yes,yes,yes,month-to-month,bank transfer (automatic),60.2,3582.4,0,76,5359,missing,457,29847,1,0,1,0,0,1,0
4785-fcifb,1,united states,california,forest falls,92339,"34.067699, -116.903891",34.067699,-116.903891,61,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,mailed check,24.4,1417.9,0,23,4900,missing,459,958,0,0,1,0,1,0,0
8313-ndoia,1,united states,california,green valley lake,92341,"34.244411, -117.072654",34.244411,-117.072654,24,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,electronic check,104.15,2494.65,0,61,5813,missing,460,317,0,0,0,0,1,1,0
5149-cuzuj,1,united states,california,helendale,92342,"34.757783, -117.33997",34.757783,-117.33997,28,no,fiber optic,no,yes,yes,yes,yes,no,one year,bank transfer (automatic),92.9,2768.35,0,51,2037,missing,461,4948,1,0,1,0,1,0,0
0942-kowsm,1,united states,california,hesperia,92345,"34.361387, -117.337509",34.361387,-117.337509,30,no,dsl,no,yes,yes,yes,yes,yes,two year,bank transfer (automatic),80.8,2369.3,0,46,4274,missing,462,68515,0,0,1,0,1,0,0
4237-clsmm,1,united states,california,highland,92346,"34.129677, -117.154277",34.129677,-117.154277,2,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,20.0,38,0,77,4823,missing,463,48245,1,0,1,0,1,0,0
1452-voqch,1,united states,california,hinkley,92347,"34.983808, -117.239306",34.983808,-117.239306,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,75.1,75.1,0,28,4120,missing,464,1933,1,0,0,0,1,1,0
4719-umsiy,1,united states,california,lake arrowhead,92352,"34.2565, -117.19335",34.2565,-117.19335,6,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,19.65,100.9,0,34,2231,missing,465,9793,1,0,0,1,1,0,0
6614-vbegu,1,united states,california,loma linda,92354,"34.049315, -117.255974",34.049315,-117.255974,24,no,dsl,no,yes,no,no,yes,yes,month-to-month,bank transfer (automatic),69.45,1614.05,0,35,4208,missing,466,18068,0,0,1,0,1,1,0
1480-bkxga,1,united states,california,mentone,92359,"34.103578, -117.04054",34.103578,-117.04054,72,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,bank transfer (automatic),116.05,8404.9,0,64,4404,missing,469,7324,1,1,1,0,1,1,0
2996-xauvf,1,united states,california,needles,92363,"34.711224, -114.702256",34.711224,-114.702256,70,no phone service,dsl,no,no,no,yes,no,yes,two year,mailed check,40.05,2799.75,0,57,5055,missing,470,5488,1,0,0,0,0,1,0
9076-axyik,1,united states,california,nipton,92364,"35.478736, -115.516984",35.478736,-115.516984,64,yes,fiber optic,no,no,yes,yes,yes,yes,two year,electronic check,102.1,6538.45,0,28,6270,missing,471,162,1,1,1,0,1,0,0
5968-xqive,1,united states,california,newberry springs,92365,"34.89326, -116.505958",34.89326,-116.505958,72,yes,fiber optic,no,yes,no,no,yes,no,one year,electronic check,89.7,6588.95,0,76,6016,missing,472,2899,1,0,1,0,1,1,0
8896-razcr,1,united states,california,oro grande,92368,"34.647959, -117.296957",34.647959,-117.296957,44,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,mailed check,19.9,868.1,0,63,2809,missing,473,909,0,0,0,0,1,0,0
4933-ikulf,1,united states,california,pinon hills,92372,"34.459322, -117.629729",34.459322,-117.629729,17,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,mailed check,20.65,330.6,0,40,4086,missing,475,4280,0,1,0,0,1,0,0
1304-bccfo,1,united states,california,redlands,92374,"34.064073, -117.166158",34.064073,-117.166158,9,no,dsl,no,no,yes,no,yes,yes,month-to-month,mailed check,70.05,564.4,0,69,4900,missing,477,36675,1,0,1,0,1,1,0
4104-pvrps,1,united states,california,rialto,92376,"34.109775, -117.378904",34.109775,-117.378904,24,no,dsl,yes,no,no,yes,no,no,month-to-month,mailed check,53.6,1315.35,0,47,2977,missing,478,75882,1,0,1,0,1,0,0
3780-ddgse,1,united states,california,shoshone,92384,"35.924252, -116.188668",35.924252,-116.188668,35,no,dsl,no,yes,no,yes,yes,yes,month-to-month,electronic check,76.05,2747.2,0,38,5479,missing,481,87,1,1,1,1,1,1,0
4431-edmiq,1,united states,california,sugarloaf,92386,"34.243088, -116.830015",34.243088,-116.830015,7,no,dsl,yes,yes,yes,yes,yes,no,month-to-month,electronic check,75.7,554.05,0,37,2950,missing,482,1834,0,0,1,1,1,1,0
0486-lgcch,1,united states,california,victorville,92394,"34.567058, -117.362329",34.567058,-117.362329,11,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,mailed check,19.65,225.75,0,33,3372,missing,485,12083,1,0,1,1,1,0,0
4612-ssvhj,1,united states,california,yermo,92398,"35.013299, -116.834092",35.013299,-116.834092,20,no,fiber optic,no,no,no,no,no,yes,month-to-month,electronic check,81.45,1671.6,0,27,2416,missing,487,1195,0,1,0,0,1,1,0
5168-mqqca,1,united states,california,yucaipa,92399,"34.04597, -117.011825",34.04597,-117.011825,72,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,bank transfer (automatic),108.5,8003.8,0,56,6288,missing,488,41575,0,0,1,0,1,1,0
7971-hlvxi,1,united states,california,san bernardino,92404,"34.183286, -117.221722",34.183286,-117.221722,72,yes,fiber optic,no,no,no,no,no,yes,two year,credit card (automatic),84.5,6130.85,0,50,6202,missing,490,53636,1,0,1,1,1,1,0
9094-azphk,1,united states,california,san bernardino,92405,"34.142747, -117.300864",34.142747,-117.300864,15,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,electronic check,100.15,1415,0,65,2565,missing,491,24644,0,0,0,0,1,1,0
3649-jpugy,1,united states,california,san bernardino,92407,"34.250069, -117.393949",34.250069,-117.393949,72,yes,dsl,no,yes,yes,yes,yes,yes,two year,bank transfer (automatic),88.6,6201.95,0,52,5842,missing,492,49355,1,0,0,0,1,1,0
4472-lvygi,1,united states,california,san bernardino,92408,"34.084909, -117.258107",34.084909,-117.258107,0,no phone service,dsl,yes,no,yes,yes,yes,no,two year,bank transfer (automatic),52.55,,0,36,2578,missing,493,12149,0,0,1,0,0,1,0
3552-ctcyf,1,united states,california,san bernardino,92411,"34.122501, -117.320138",34.122501,-117.320138,63,yes,fiber optic,no,yes,yes,no,yes,yes,two year,bank transfer (automatic),104.8,6597.25,0,20,4046,missing,495,23146,1,0,1,1,1,1,0
6778-ysnih,1,united states,california,riverside,92501,"33.994676, -117.372498",33.994676,-117.372498,2,no,dsl,no,yes,no,no,yes,no,month-to-month,electronic check,59.0,114.15,0,33,5810,missing,496,18999,0,0,0,0,1,1,0
5756-ozrio,1,united states,california,riverside,92504,"33.9108, -117.398153",33.9108,-117.398153,61,yes,dsl,no,yes,no,no,no,yes,one year,bank transfer (automatic),64.05,3902.6,0,29,4001,missing,498,46550,1,1,1,0,1,0,0
6579-jpicp,1,united states,california,riverside,92505,"33.920907, -117.489426",33.920907,-117.489426,1,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,20.4,20.4,0,46,2968,missing,499,38446,1,0,0,0,1,0,0
4134-bsxlx,1,united states,california,riverside,92507,"33.976328, -117.319786",33.976328,-117.319786,28,no,dsl,yes,yes,no,yes,no,no,month-to-month,mailed check,60.9,1785.65,0,76,3851,missing,501,48649,1,0,1,0,1,0,0
0505-spoow,1,united states,california,riverside,92508,"33.885499, -117.324959",33.885499,-117.324959,70,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,bank transfer (automatic),19.8,1397.65,0,30,4500,missing,502,17147,0,0,1,0,1,0,0
4374-ymusq,1,united states,california,lake elsinore,92530,"33.655421, -117.391751",33.655421,-117.391751,34,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,credit card (automatic),116.25,3899.05,0,22,4022,missing,505,38519,1,0,0,0,1,0,0
4513-cxyix,1,united states,california,lake elsinore,92532,"33.705836, -117.318204",33.705836,-117.318204,71,yes,fiber optic,yes,no,no,no,no,no,two year,credit card (automatic),80.7,5676,0,54,4583,missing,506,4546,0,1,1,0,1,1,0
3957-hhlmr,1,united states,california,aguanga,92536,"33.482243, -116.827173",33.482243,-116.827173,70,yes,dsl,yes,no,no,no,no,yes,one year,bank transfer (automatic),65.2,4543.15,0,20,6316,missing,507,2433,0,0,1,0,1,0,0
7803-xoccz,1,united states,california,anza,92539,"33.527605, -116.666551",33.527605,-116.666551,52,no,fiber optic,yes,no,yes,yes,no,no,month-to-month,bank transfer (automatic),84.05,4326.8,0,48,6099,missing,508,3745,0,0,1,1,1,1,0
5736-yejax,1,united states,california,hemet,92543,"33.739415, -116.968339",33.739415,-116.968339,69,yes,dsl,yes,yes,yes,yes,yes,no,two year,credit card (automatic),79.45,5502.55,0,28,5189,missing,509,29687,1,0,0,0,1,1,0
8981-fjgla,1,united states,california,hemet,92545,"33.734933, -117.044145",33.734933,-117.044145,11,yes,fiber optic,no,no,yes,no,no,no,month-to-month,mailed check,78.0,851.8,0,23,4886,missing,511,25694,1,0,0,1,1,1,0
1135-lmecx,1,united states,california,moreno valley,92551,"33.88274, -117.224878",33.88274,-117.224878,1,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,19.85,19.85,0,51,4905,missing,514,22983,0,0,0,0,1,0,0
4332-muoez,1,united states,california,moreno valley,92553,"33.923149, -117.244933",33.923149,-117.244933,20,no,fiber optic,yes,no,yes,yes,no,yes,one year,credit card (automatic),94.3,1818.3,0,32,2574,missing,515,61205,1,1,1,0,1,0,0
8535-sfutn,1,united states,california,moreno valley,92555,"33.907361, -117.109972",33.907361,-117.109972,61,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,electronic check,106.45,6300.15,0,65,4842,missing,516,12743,1,0,0,0,1,1,0
8677-hdzee,1,united states,california,mountain center,92561,"33.638645, -116.55783",33.638645,-116.55783,56,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,bank transfer (automatic),105.45,5916.95,0,55,4212,missing,518,1500,0,0,0,0,1,1,0
2475-mrozf,1,united states,california,murrieta,92562,"33.548869, -117.334165",33.548869,-117.334165,30,yes,fiber optic,yes,yes,yes,yes,no,no,month-to-month,credit card (automatic),95.0,2852.4,0,64,3597,missing,519,36149,1,0,0,0,1,1,0
3482-abpkk,1,united states,california,nuevo,92567,"33.82769, -117.102244",33.82769,-117.102244,28,no,dsl,yes,no,no,yes,no,no,one year,mailed check,54.3,1546.3,0,30,5271,missing,521,7344,0,0,0,0,1,0,0
6705-lxorm,1,united states,california,perris,92570,"33.787298, -117.320676",33.787298,-117.320676,5,no,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,70.05,302.6,0,24,2064,missing,522,36817,0,1,1,0,1,0,0
7531-gqhme,1,united states,california,san jacinto,92582,"33.806708, -117.02007",33.806708,-117.02007,12,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,credit card (automatic),20.05,265.45,0,56,4996,missing,524,4456,1,0,0,0,1,0,0
5174-itumv,1,united states,california,san jacinto,92583,"33.796568, -116.924723",33.796568,-116.924723,67,yes,fiber optic,no,yes,yes,no,yes,yes,one year,electronic check,105.4,6989.45,0,45,5666,missing,525,21349,1,0,1,1,1,1,0
4109-cyrbd,1,united states,california,menifee,92584,"33.653338, -117.178271",33.653338,-117.178271,29,yes,dsl,no,no,no,no,no,no,month-to-month,electronic check,51.6,1442,0,39,5495,missing,526,14068,1,1,1,0,1,1,0
0913-xwscn,1,united states,california,sun city,92585,"33.739412, -117.173334",33.739412,-117.173334,55,yes,fiber optic,no,no,no,no,no,yes,month-to-month,bank transfer (automatic),85.5,4713.4,0,20,6411,missing,527,8692,1,0,1,1,1,0,0
0750-ebaiu,1,united states,california,temecula,92590,"33.475493, -117.219551",33.475493,-117.219551,52,no,fiber optic,yes,no,yes,no,yes,no,one year,electronic check,91.25,4738.3,0,29,4770,missing,530,3070,1,0,0,0,1,0,0
8606-ciqul,1,united states,california,temecula,92591,"33.540604, -117.10909",33.540604,-117.10909,72,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,credit card (automatic),115.75,8399.15,0,60,5168,missing,531,25655,1,1,1,1,1,1,0
3571-dpyuh,1,united states,california,temecula,92592,"33.507255, -117.029473",33.507255,-117.029473,58,yes,fiber optic,no,yes,no,yes,yes,no,one year,credit card (automatic),94.7,5430.35,0,49,5653,missing,532,46171,1,0,1,1,1,1,0
7601-gndyk,1,united states,california,wildomar,92595,"33.617108, -117.253349",33.617108,-117.253349,35,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,mailed check,19.6,686.95,0,20,3764,missing,533,19368,1,0,1,1,1,0,0
0356-obmac,1,united states,california,winchester,92596,"33.657433, -117.04254",33.657433,-117.04254,56,yes,fiber optic,no,yes,yes,yes,yes,no,two year,bank transfer (automatic),99.9,5706.3,0,45,5840,missing,534,4093,0,1,0,0,1,1,0
8067-nioym,1,united states,california,irvine,92602,"33.720359, -117.733655",33.720359,-117.733655,24,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,credit card (automatic),21.1,490.65,0,46,4368,missing,535,2762,0,0,1,1,1,1,0
1403-gyafu,1,united states,california,irvine,92604,"33.688546, -117.788091",33.688546,-117.788091,70,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,credit card (automatic),20.05,1360.25,0,64,4485,missing,536,27369,1,0,1,1,1,0,0
4234-xtnea,1,united states,california,irvine,92606,"33.703976, -117.824172",33.703976,-117.824172,2,no,fiber optic,no,no,no,no,yes,no,month-to-month,electronic check,79.95,174.45,0,44,5213,missing,537,17621,1,0,0,0,1,1,0
1297-vqdrp,1,united states,california,foothill ranch,92610,"33.698728, -117.67768",33.698728,-117.67768,68,yes,fiber optic,no,no,yes,yes,yes,yes,one year,credit card (automatic),107.15,7379.8,0,66,4324,missing,538,10936,1,1,1,1,1,1,0
5348-cagxb,1,united states,california,irvine,92614,"33.680302, -117.833296",33.680302,-117.833296,12,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,electronic check,89.55,1021.75,0,79,2325,missing,540,22499,1,0,0,0,1,1,0
0621-hjwxj,1,united states,california,irvine,92618,"33.667145, -117.732135",33.667145,-117.732135,63,yes,fiber optic,no,yes,no,no,no,no,month-to-month,bank transfer (automatic),81.55,5029.05,0,41,4980,missing,541,6301,0,0,1,0,1,1,0
5844-qvtat,1,united states,california,irvine,92620,"33.716136, -117.752574",33.716136,-117.752574,33,no,dsl,yes,yes,yes,no,no,no,one year,mailed check,58.45,1955.4,0,21,4276,missing,542,26419,0,0,1,0,1,1,0
8905-iazpf,1,united states,california,capistrano beach,92624,"33.458754, -117.665104",33.458754,-117.665104,69,no,fiber optic,no,yes,no,no,yes,yes,one year,credit card (automatic),95.65,6744.2,0,45,5251,missing,543,7465,0,0,1,0,1,1,0
5394-meitz,1,united states,california,corona del mar,92625,"33.600987, -117.862734",33.600987,-117.862734,60,no,dsl,no,yes,yes,yes,yes,yes,two year,bank transfer (automatic),80.6,4946.7,0,52,5667,missing,544,13422,0,0,1,0,1,1,0
6859-qnxiq,1,united states,california,costa mesa,92626,"33.678591, -117.905471",33.678591,-117.905471,72,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,bank transfer (automatic),113.1,8248.5,0,23,5308,missing,545,48207,0,0,1,1,1,1,0
2782-lfzvw,1,united states,california,costa mesa,92627,"33.645672, -117.922613",33.645672,-117.922613,11,yes,dsl,no,no,no,no,no,yes,month-to-month,mailed check,58.95,601.6,0,21,3880,missing,546,62069,0,0,0,0,1,1,0
2866-ikbtm,1,united states,california,dana point,92629,"33.477923, -117.705314",33.477923,-117.705314,1,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,19.55,19.55,0,80,3968,missing,547,27730,0,0,0,0,1,0,0
7129-azjde,1,united states,california,huntington beach,92647,"33.723579, -118.005441",33.723579,-118.005441,34,no,fiber optic,no,no,no,no,no,yes,one year,bank transfer (automatic),78.95,2647.2,0,43,2074,missing,550,58764,1,0,1,1,1,1,0
2560-ppche,1,united states,california,huntington beach,92649,"33.721917, -118.043237",33.721917,-118.043237,65,yes,fiber optic,no,yes,no,yes,yes,yes,one year,bank transfer (automatic),105.05,6744.25,0,73,5742,missing,552,32304,0,0,0,0,1,1,0
4676-mquea,1,united states,california,laguna beach,92651,"33.570023, -117.773669",33.570023,-117.773669,50,yes,fiber optic,yes,yes,yes,no,yes,no,one year,bank transfer (automatic),101.9,5265.5,0,25,4184,missing,553,25206,1,1,1,0,1,1,0
8138-ealnd,1,united states,california,laguna hills,92653,"33.606899, -117.717854",33.606899,-117.717854,15,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,19.75,311.6,0,29,4123,missing,554,48273,1,0,0,0,1,0,0
3580-hycsp,1,united states,california,midway city,92655,"33.744439, -117.98588",33.744439,-117.98588,72,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,bank transfer (automatic),110.3,7966.9,0,73,5780,missing,555,8660,1,0,1,1,1,1,0
1352-hnsaw,1,united states,california,aliso viejo,92656,"33.571259, -117.731917",33.571259,-117.731917,72,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,bank transfer (automatic),115.6,8220.4,0,65,5633,missing,556,41237,0,0,1,1,1,1,0
2075-puepr,1,united states,california,newport coast,92657,"33.603282, -117.821841",33.603282,-117.821841,55,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,bank transfer (automatic),19.35,1153.25,0,49,5248,missing,557,5597,1,0,1,1,1,0,0
1982-febtd,1,united states,california,newport beach,92660,"33.634626, -117.874882",33.634626,-117.874882,23,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,credit card (automatic),25.6,514.75,0,78,5939,missing,558,28687,0,0,1,1,1,1,0
5791-kajfd,1,united states,california,newport beach,92662,"33.606336, -117.893042",33.606336,-117.893042,56,yes,dsl,yes,no,yes,no,no,yes,one year,bank transfer (automatic),68.75,3808,0,64,6198,missing,560,3124,0,0,1,0,1,1,0
2654-vbvpb,1,united states,california,newport beach,92663,"33.62251, -117.927024",33.62251,-117.927024,1,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,bank transfer (automatic),19.9,19.9,0,49,2010,missing,561,22133,0,0,0,0,1,0,0
1154-hywwo,1,united states,california,san clemente,92672,"33.429488, -117.609432",33.429488,-117.609432,38,no,dsl,yes,yes,no,yes,yes,no,one year,mailed check,70.6,2708.2,0,67,4993,missing,562,34946,1,0,0,0,1,0,0
2501-xwwtz,1,united states,california,san clemente,92673,"33.4725, -117.584273",33.4725,-117.584273,11,no,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,70.2,760.05,0,34,2535,missing,563,15297,1,0,0,0,1,0,0
3716-uvspd,1,united states,california,san juan capistrano,92675,"33.521447, -117.602555",33.521447,-117.602555,1,no,dsl,no,no,no,yes,no,no,month-to-month,electronic check,49.3,49.3,0,45,4209,missing,564,34321,1,0,0,0,1,1,0
6815-abqfq,1,united states,california,silverado,92676,"33.782346, -117.635263",33.782346,-117.635263,56,yes,fiber optic,no,yes,no,yes,yes,yes,one year,electronic check,107.25,6033.3,0,70,5800,missing,565,1859,1,0,1,0,1,1,0
7343-eobeu,1,united states,california,laguna niguel,92677,"33.529047, -117.701175",33.529047,-117.701175,3,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,23.6,89.05,0,27,5587,missing,566,62103,1,0,1,0,1,1,0
3701-sfmuh,1,united states,california,trabuco canyon,92679,"33.631119, -117.567346",33.631119,-117.567346,7,no,dsl,yes,no,no,no,yes,yes,month-to-month,credit card (automatic),69.7,516.15,0,50,4326,missing,567,32268,1,0,1,1,1,0,0
6103-lianb,1,united states,california,westminster,92683,"33.752591, -117.993661",33.752591,-117.993661,59,yes,fiber optic,no,no,yes,no,yes,yes,two year,credit card (automatic),99.5,5861.75,0,35,4583,missing,568,88230,1,0,1,1,1,1,0
7319-venrz,1,united states,california,rancho santa margarita,92688,"33.624654, -117.611733",33.624654,-117.611733,7,no,dsl,no,no,yes,yes,yes,no,month-to-month,bank transfer (automatic),64.3,445.95,0,40,4010,missing,569,42193,1,0,0,0,1,0,0
5846-neqvz,1,united states,california,mission viejo,92691,"33.611945, -117.665867",33.611945,-117.665867,71,no,dsl,yes,no,yes,yes,no,yes,two year,credit card (automatic),70.85,4973.4,0,25,5328,missing,570,46371,1,0,1,0,1,1,0
6967-qiqrv,1,united states,california,mission viejo,92692,"33.60693, -117.644253",33.60693,-117.644253,15,no,fiber optic,yes,no,no,yes,yes,yes,one year,electronic check,101.9,1667.25,0,28,3707,missing,571,46227,1,0,1,1,1,0,0
5781-rfzrp,1,united states,california,ladera ranch,92694,"33.569186, -117.640055",33.569186,-117.640055,71,yes,dsl,yes,yes,no,yes,yes,no,two year,credit card (automatic),73.5,5357.75,0,31,5431,missing,572,350,1,0,1,0,1,0,0
0308-ivgok,1,united states,california,santa ana,92703,"33.748635, -117.906125",33.748635,-117.906125,11,no phone service,dsl,no,yes,yes,yes,no,no,one year,credit card (automatic),40.4,422.6,0,62,2133,missing,574,70011,0,0,0,0,0,1,0
7293-lscdv,1,united states,california,santa ana,92704,"33.719869, -117.907063",33.719869,-117.907063,60,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,credit card (automatic),19.25,1103.25,0,52,6134,missing,575,91188,0,0,1,1,1,1,0
7025-wcbne,1,united states,california,santa ana,92705,"33.766004, -117.786763",33.766004,-117.786763,47,yes,dsl,no,yes,no,yes,no,no,two year,bank transfer (automatic),59.6,2754,0,33,3155,missing,576,44117,1,1,0,0,1,0,0
5756-jyojt,1,united states,california,santa ana,92706,"33.765893, -117.881533",33.765893,-117.881533,11,no,dsl,no,no,yes,yes,no,yes,one year,credit card (automatic),64.9,697.25,0,49,3206,missing,577,37879,0,0,0,0,1,0,0
6030-rehux,1,united states,california,fountain valley,92708,"33.712036, -117.950113",33.712036,-117.950113,28,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,electronic check,110.85,3204.4,0,58,3906,missing,579,54548,0,1,1,0,1,1,0
9548-ligta,1,united states,california,tustin,92780,"33.735802, -117.818805",33.735802,-117.818805,61,no,dsl,yes,yes,no,yes,yes,yes,two year,mailed check,81.05,4747.65,0,20,4072,missing,580,55062,1,0,1,0,1,1,0
5150-ljnsr,1,united states,california,tustin,92782,"33.738543, -117.785046",33.738543,-117.785046,31,yes,fiber optic,yes,no,yes,no,yes,no,one year,bank transfer (automatic),98.05,3082.1,0,80,4524,missing,581,17494,1,0,1,1,1,0,0
8270-rksap,1,united states,california,anaheim,92801,"33.844983, -117.952151",33.844983,-117.952151,9,no,fiber optic,no,no,no,no,no,no,month-to-month,electronic check,70.5,597.9,0,37,3198,missing,582,60553,1,0,0,0,1,1,0
6522-yrbxd,1,united states,california,anaheim,92802,"33.807864, -117.923782",33.807864,-117.923782,35,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,electronic check,94.55,3365.4,0,69,2631,missing,583,45086,1,1,1,0,1,1,0
2640-lymov,1,united states,california,anaheim,92804,"33.818, -117.974404",33.818,-117.974404,2,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,19.65,38.8,0,65,3007,missing,584,81333,1,0,0,0,1,1,0
1423-bmpbq,1,united states,california,anaheim,92808,"33.850452, -117.726668",33.850452,-117.726668,1,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,19.0,19,0,44,2400,missing,588,19629,0,0,1,1,1,1,0
2393-divai,1,united states,california,brea,92821,"33.930199, -117.862898",33.930199,-117.862898,3,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,mailed check,20.0,61.7,0,21,5575,missing,589,34055,0,0,0,0,1,1,0
4568-knywr,1,united states,california,fullerton,92831,"33.879983, -117.895482",33.879983,-117.895482,52,no,dsl,yes,yes,no,no,yes,no,two year,credit card (automatic),63.25,3342.45,0,43,6471,missing,591,34592,1,0,0,0,1,1,0
